record_ID,units_sold
212645,15
212646,19
212647,33
212648,26
212649,21
212653,23
212654,36
212657,12
212658,12
212661,174
212662,98
212663,51
212666,80
212667,80
212668,128
212671,36
212672,118
212673,61
212674,364
212675,22
212676,8
212677,75
212678,46
212679,38
212681,51
212682,91
212683,16
212686,99
212687,83
212688,27
212689,6
212691,21
212692,50
212693,38
212694,35
212695,32
212696,34
212697,101
212698,31
212699,176
212700,22
212701,15
212702,38
212703,42
212704,37
212705,34
212706,43
212707,49
212709,6
212710,11
212711,35
212712,39
212713,31
212716,26
212717,37
212718,18
212719,21
212721,91
212722,27
212723,121
212724,15
212725,10
212727,32
212728,55
212729,43
212731,34
212732,40
212734,6
212735,6
212736,14
212737,266
212738,219
212739,72
212740,20
212742,87
212743,105
212744,223
212748,231
212749,92
212750,429
212751,52
212752,20
212754,113
212755,86
212756,113
212757,45
212758,69
212759,130
212760,8
212761,67
212763,13
212764,104
212765,81
212767,46
212768,47
212769,75
212772,41
212773,69
212774,31
212775,199
212776,10
212777,6
212778,46
212779,25
212782,50
212783,61
212787,209
212788,124
212789,69
212790,17
212792,87
212793,100
212794,151
212796,163
212797,111
212798,320
212799,32
212800,12
212802,95
212803,66
212805,59
212806,77
212807,109
212809,30
212812,37
212816,12
212817,24
212818,38
212819,15
212820,16
212821,30
212822,69
212823,23
212824,113
212825,15
212826,11
212828,35
212829,42
212830,38
212831,37
212832,38
212833,46
212834,30
212835,26
212837,8
212838,19
212839,26
212840,25
212843,52
212844,17
212845,77
212846,11
212849,37
212850,29
212853,31
212856,43
212857,22
212860,15
212861,38
212862,52
212863,11
212866,119
212867,37
212868,152
212869,29
212870,25
212872,43
212873,61
212874,47
212875,32
212876,38
212877,43
212879,19
212880,23
212881,35
212884,13
212885,29
212886,19
212888,18
212889,42
212890,17
212891,74
212892,18
212893,20
212896,30
212899,7
212900,10
212901,20
212902,15
212903,11
212905,43
212906,11
212907,59
212910,12
212911,12
212914,18
212915,116
212916,81
212917,34
212919,39
212920,52
212921,91
212924,75
212925,43
212926,306
212927,12
212929,61
212930,96
212931,23
212932,61
212933,72
212934,76
212935,11
212936,76
212937,60
212938,17
212940,39
212941,37
212942,38
212946,51
212947,53
212948,147
212949,44
212950,39
212951,34
212952,45
212954,64
212955,29
212956,28
212959,18
212960,25
212964,85
212965,23
212966,141
212967,18
212968,15
212969,29
212970,42
212971,34
212973,29
212974,35
212977,51
212978,56
212979,26
212981,18
212982,38
212983,49
212984,54
212985,42
212986,46
212987,109
212988,28
212989,224
212990,29
212991,20
212993,47
212994,50
212995,43
212996,42
212997,52
212998,61
212999,6
213001,12
213002,13
213006,12
213007,21
213011,29
213012,12
213013,59
213016,15
213017,18
213020,23
213021,157
213022,108
213023,66
213025,49
213026,48
213027,91
213031,101
213032,48
213033,286
213034,27
213035,18
213036,64
213037,52
213038,71
213039,26
213040,41
213041,66
213043,18
213048,135
213049,94
213050,38
213053,65
213054,64
213055,104
213056,54
213059,72
213060,48
213061,258
213064,60
213065,29
213066,49
213068,68
213069,101
213070,27
213072,78
213073,62
213074,31
213076,17
213077,33
213078,54
213079,22
213080,22
213081,27
213082,101
213083,26
213084,174
213085,30
213086,21
213087,38
213088,57
213089,46
213090,40
213091,52
213092,60
213093,5
213094,12
213096,21
213097,25
213098,21
213100,9
213101,19
213102,30
213103,22
213105,28
213106,62
213107,18
213108,82
213109,24
213110,32
213111,27
213113,36
213114,41
213115,5
213123,28
213127,76
213128,48
213129,26
213131,28
213132,36
213133,58
213135,61
213136,24
213137,153
213138,15
213140,35
213141,23
213142,47
213145,53
213147,8
213148,69
213149,38
213150,12
213151,20
213152,33
213153,15
213154,74
213155,24
213156,93
213157,21
213158,16
213159,30
213160,32
213161,37
213162,22
213163,23
213164,31
213167,16
213168,29
213169,206
213170,158
213171,88
213174,72
213175,82
213176,120
213179,29
213180,139
213181,63
213182,285
213183,31
213187,79
213188,50
213189,89
213191,52
213192,98
213194,19
213195,12
213197,7
213199,6
213200,20
213202,29
213204,72
213205,18
213206,80
213207,16
213208,62
213209,40
213215,97
213216,76
213217,46
213219,53
213220,52
213221,76
213225,66
213226,34
213227,237
213230,42
