record_ID,units_sold
212645,31
212646,28
212647,16
212648,21
212649,22
212653,29
212654,30
212657,21
212658,14
212661,156
212662,106
212663,56
212666,49
212667,88
212668,96
212671,41
212672,94
212673,51
212674,212
212675,27
212676,17
212677,57
212678,47
212679,40
212681,42
212682,52
212683,19
212686,89
212687,92
212688,22
212689,8
212691,24
212692,38
212693,41
212694,38
212695,40
212696,39
212697,74
212698,35
212699,208
212700,21
212701,16
212702,33
212703,28
212704,24
212705,31
212706,36
212707,43
212709,12
212710,22
212711,44
212712,60
212713,35
212716,30
212717,36
212718,20
212719,22
212721,64
212722,26
212723,144
212724,17
212725,14
212727,31
212728,37
212729,27
212731,36
212732,43
212734,10
212735,12
212736,18
212737,197
212738,149
212739,101
212740,22
212742,78
212743,147
212744,165
212748,125
212749,81
212750,237
212751,43
212752,30
212754,88
212755,73
212756,77
212757,43
212758,55
212759,77
212760,12
212761,80
212763,14
212764,73
212765,82
212767,25
212768,38
212769,37
212772,32
212773,60
212774,34
212775,144
212776,18
212777,12
212778,38
212779,32
212782,39
212783,43
212787,162
212788,115
212789,64
212790,18
212792,56
212793,107
212794,108
212796,91
212797,74
212798,196
212799,32
212800,15
212802,64
212803,55
212805,40
212806,52
212807,58
212809,24
212812,41
212816,21
212817,33
212818,36
212819,21
212820,23
212821,37
212822,65
212823,27
212824,159
212825,17
212826,14
212828,32
212829,36
212830,28
212831,29
212832,38
212833,41
212834,30
212835,26
212837,12
212838,20
212839,20
212840,29
212843,53
212844,16
212845,101
212846,13
212849,42
212850,18
212853,35
212856,50
212857,27
212860,24
212861,47
212862,50
212863,18
212866,93
212867,38
212868,198
212869,28
212870,26
212872,45
212873,53
212874,40
212875,34
212876,42
212877,44
212879,17
212880,30
212881,30
212884,14
212885,27
212886,23
212888,17
212889,45
212890,23
212891,86
212892,13
212893,19
212896,30
212899,6
212900,13
212901,21
212902,20
212903,10
212905,43
212906,16
212907,100
212910,15
212911,13
212914,23
212915,86
212916,62
212917,35
212919,31
212920,48
212921,49
212924,69
212925,38
212926,174
212927,15
212929,42
212930,37
212931,17
212932,50
212933,43
212934,46
212935,14
212936,71
212937,47
212938,26
212940,25
212941,37
212942,36
212946,57
212947,34
212948,143
212949,37
