record_ID,units_sold
212645,14
212646,17
212647,31
212648,22
212649,21
212653,20
212654,36
212657,11
212658,11
212661,176
212662,99
212663,55
212666,72
212667,75
212668,126
212671,33
212672,116
212673,57
212674,320
212675,22
212676,8
212677,75
212678,46
212679,44
212681,52
212682,87
212683,18
212686,104
212687,84
212688,26
212689,7
212691,22
212692,48
212693,42
212694,30
212695,27
212696,28
212697,97
212698,32
212699,162
212700,24
212701,16
212702,41
212703,42
212704,37
212705,34
212706,43
212707,47
212709,8
212710,11
212711,30
212712,40
212713,30
212716,26
212717,38
212718,17
212719,17
212721,94
212722,27
212723,114
212724,14
212725,10
212727,33
212728,52
212729,42
212731,36
212732,43
212734,5
212735,5
212736,12
212737,273
212738,223
212739,75
212740,21
212742,86
212743,102
212744,226
212748,220
212749,88
212750,393
212751,49
212752,21
212754,115
212755,86
212756,95
212757,49
212758,72
212759,119
212760,8
212761,65
212763,13
212764,99
212765,80
212767,41
212768,45
212769,75
212772,39
212773,64
212774,31
212775,188
212776,10
212777,7
212778,47
212779,27
212782,49
212783,60
212787,205
212788,123
212789,75
212790,17
212792,84
212793,96
212794,149
212796,163
212797,87
212798,317
212799,32
212800,13
212802,95
212803,66
212805,57
212806,70
212807,117
212809,29
212812,38
212816,12
212817,25
212818,35
212819,14
212820,14
212821,25
212822,73
212823,24
212824,103
212825,14
212826,11
212828,34
212829,42
212830,39
212831,37
212832,39
212833,46
212834,29
212835,25
212837,7
212838,20
212839,25
212840,22
212843,48
212844,18
212845,72
212846,10
212849,33
212850,31
212853,31
212856,45
212857,23
212860,16
212861,39
212862,52
212863,11
212866,115
212867,36
212868,136
212869,30
212870,24
212872,43
212873,58
212874,45
212875,33
212876,39
212877,45
212879,19
212880,22
212881,33
212884,13
212885,26
212886,20
212888,18
212889,41
212890,20
212891,73
212892,21
212893,19
212896,28
212899,7
212900,10
212901,20
212902,17
212903,10
212905,41
212906,11
212907,60
212910,13
212911,13
212914,18
212915,110
212916,78
212917,33
212919,37
212920,50
212921,87
212924,74
212925,42
212926,298
212927,13
212929,57
212930,82
212931,24
212932,60
212933,63
212934,70
212935,10
212936,63
212937,59
212938,18
212940,37
212941,34
212942,38
212946,50
212947,53
212948,142
212949,43
212950,38
212951,35
212952,44
212954,67
212955,28
212956,28
212959,19
212960,25
212964,81
212965,25
212966,122
212967,16
212968,14
212969,29
212970,42
212971,34
212973,30
212974,33
212977,54
212978,57
212979,27
212981,18
212982,38
212983,50
212984,42
