record_ID,units_sold
212645,34
212646,27
212647,17
212648,23
212649,28
212653,33
212654,30
212657,18
212658,14
212661,132
212662,96
212663,43
212666,49
212667,69
212668,90
212671,41
212672,111
212673,50
212674,208
212675,21
212676,20
212677,54
212678,45
212679,43
212681,37
212682,47
212683,19
212686,80
212687,73
212688,21
212689,9
212691,23
212692,48
212693,58
212694,40
212695,44
212696,41
212697,78
212698,39
212699,152
212700,21
212701,16
212702,34
212703,33
212704,27
212705,34
212706,35
212707,52
212709,13
212710,18
212711,27
212712,54
212713,32
212716,33
212717,45
212718,18
212719,20
212721,68
212722,26
212723,144
212724,14
212725,11
212727,30
212728,37
212729,29
212731,34
212732,51
212734,8
212735,8
212736,10
212737,201
212738,192
212739,51
212740,20
212742,123
212743,136
212744,178
212748,176
212749,98
212750,256
212751,29
212752,22
212754,116
212755,73
212756,112
212757,43
212758,52
212759,67
212760,9
212761,57
212763,16
212764,72
212765,87
212767,33
212768,42
212769,54
212772,36
212773,62
212774,34
212775,157
212776,15
212777,10
212778,40
212779,31
212782,41
212783,49
212787,134
212788,98
212789,50
212790,19
212792,60
212793,78
212794,96
212796,116
212797,155
212798,213
212799,25
212800,17
212802,73
212803,60
212805,37
212806,54
212807,63
212809,24
212812,37
212816,16
212817,31
212818,31
212819,16
212820,19
212821,37
212822,59
212823,24
212824,145
212825,20
212826,15
212828,30
212829,35
212830,28
212831,23
212832,36
212833,43
212834,25
212835,25
212837,12
212838,23
212839,21
212840,26
212843,46
212844,17
212845,118
212846,15
212849,39
212850,20
212853,38
212856,45
212857,26
212860,27
212861,44
212862,47
212863,17
212866,103
212867,42
212868,171
212869,29
212870,22
212872,47
212873,57
212874,45
212875,38
212876,49
212877,47
212879,20
212880,31
212881,24
212884,12
212885,26
212886,26
212888,14
212889,41
212890,19
212891,113
212892,15
212893,16
212896,33
212899,8
212900,11
212901,24
212902,28
212903,12
212905,40
212906,17
212907,56
212910,15
212911,14
212914,24
212915,59
212916,60
212917,34
212919,36
212920,47
212921,57
212924,69
212925,38
212926,167
212927,19
212929,43
212930,44
212931,21
212932,49
212933,44
212934,44
212935,16
212936,69
212937,49
212938,30
212940,30
212941,37
212942,48
212946,62
212947,34
212948,155
212949,39
212950,31
212951,22
212952,33
212954,41
212955,36
212956,36
212959,33
212960,44
212964,70
212965,26
212966,156
212967,22
212968,18
212969,33
212970,45
212971,30
212973,42
212974,40
212977,44
212978,44
212979,26
212981,22
212982,40
212983,47
212984,41
212985,46
212986,47
212987,76
212988,38
212989,179
212990,24
212991,18
212993,35
212994,33
212995,27
212996,26
212997,48
212998,46
212999,7
213001,27
213002,22
213006,23
213007,25
213011,46
213012,17
213013,106
213016,24
213017,20
213020,39
213021,142
213022,114
213023,51
213025,41
213026,51
213027,65
213031,78
213032,42
213033,190
213034,22
213035,17
213036,48
213037,50
213038,41
213039,26
213040,42
213041,41
213043,18
213048,120
213049,105
213050,36
213053,41
213054,52
213055,65
213056,41
213059,77
213060,42
213061,131
213064,47
213065,43
213066,40
213068,43
213069,51
213070,24
213072,54
213073,44
213074,27
213076,20
213077,38
213078,41
213079,20
213080,23
213081,27
213082,75
213083,27
213084,166
213085,23
213086,18
213087,28
213088,41
213089,32
213090,35
213091,46
213092,54
213093,6
213094,15
213096,19
213097,32
213098,32
213100,15
213101,29
213102,29
213103,16
213105,33
213106,56
213107,21
213108,127
213109,25
213110,31
213111,24
213113,38
213114,44
213115,12
213123,24
213127,47
213128,46
213129,30
213131,28
