record_ID,units_sold
212645,17
212646,23
212647,23
212648,20
212649,23
212653,28
212654,30
212657,16
212658,12
212661,145
212662,96
212663,47
212666,57
212667,72
212668,91
212671,37
212672,100
212673,52
212674,164
212675,26
212676,13
212677,65
212678,44
212679,43
212681,46
212682,56
212683,17
212686,72
212687,73
212688,22
212689,8
212691,19
212692,37
212693,49
212694,31
212695,32
212696,32
212697,80
212698,29
212699,167
212700,19
212701,12
212702,33
212703,30
212704,27
212705,33
212706,41
212707,49
212709,10
212710,20
212711,45
212712,49
212713,31
212716,30
212717,39
212718,19
212719,21
212721,72
212722,22
212723,96
212724,18
212725,15
212727,29
212728,40
212729,31
212731,36
212732,43
212734,9
212735,15
212736,19
212737,210
212738,150
212739,74
212740,29
212742,107
212743,138
212744,172
212748,145
212749,80
212750,179
212751,48
212752,23
212754,101
212755,73
212756,134
212757,37
212758,57
212759,94
212760,10
212761,69
212763,18
212764,89
212765,73
212767,32
212768,40
212769,50
212772,30
212773,68
212774,32
212775,107
212776,16
212777,10
212778,40
212779,28
212782,38
212783,44
212787,177
212788,129
212789,80
212790,25
212792,92
212793,111
212794,115
212796,122
212797,95
212798,150
212799,37
212800,16
212802,96
212803,67
212805,42
212806,52
212807,60
212809,32
212812,35
212816,16
212817,30
212818,31
212819,18
212820,21
212821,28
212822,67
212823,22
212824,99
212825,16
212826,10
212828,29
212829,36
212830,31
212831,33
212832,37
212833,43
212834,27
212835,23
212837,9
212838,21
212839,21
212840,23
212843,54
212844,17
212845,78
212846,13
212849,34
212850,22
212853,33
212856,43
212857,23
212860,24
212861,41
212862,43
212863,13
212866,93
212867,30
212868,165
212869,23
212870,16
212872,38
212873,48
212874,41
212875,34
212876,42
212877,49
212879,15
212880,28
212881,31
212884,10
212885,26
212886,24
212888,16
212889,45
212890,17
212891,60
212892,19
212893,19
212896,30
212899,7
212900,10
212901,19
212902,23
212903,10
212905,47
212906,12
212907,45
212910,13
212911,12
212914,23
212915,103
212916,63
212917,29
212919,37
212920,49
212921,64
212924,76
212925,37
212926,122
212927,16
212929,47
212930,35
212931,23
212932,56
212933,44
212934,50
212935,13
212936,77
212937,47
212938,19
212940,30
212941,36
212942,45
212946,66
212947,35
212948,105
212949,40
212950,28
212951,21
212952,32
212954,44
212955,33
212956,31
212959,24
212960,35
212964,71
212965,22
212966,110
212967,16
212968,10
212969,28
212970,40
212971,31
212973,36
212974,41
212977,49
212978,46
212979,24
212981,20
212982,43
212983,58
212984,38
212985,37
212986,38
212987,95
212988,31
212989,128
212990,23
212991,14
212993,39
212994,35
212995,31
212996,39
212997,48
212998,55
212999,8
213001,17
213002,14
213006,13
