record_ID,units_sold
212645,19
212646,20
212647,27
212648,26
212649,26
212653,22
212654,35
212657,12
212658,11
212661,170
212662,106
212663,48
212666,74
212667,79
212668,127
212671,38
212672,107
212673,59
212674,217
212675,21
212676,9
212677,77
212678,47
212679,39
212681,43
212682,76
212683,15
212686,109
212687,92
212688,26
212689,8
212691,22
212692,50
212693,44
212694,34
212695,32
212696,32
212697,94
212698,29
212699,130
212700,24
212701,15
212702,38
212703,41
212704,34
212705,27
212706,35
212707,42
212709,7
212710,15
212711,38
212712,41
212713,37
212716,28
212717,40
212718,18
212719,20
212721,86
212722,26
212723,89
212724,18
212725,12
212727,32
212728,51
212729,41
212731,28
212732,35
212734,6
212735,7
212736,17
212737,244
212738,215
212739,63
212740,22
212742,86
212743,106
212744,222
212748,202
212749,90
212750,303
212751,43
212752,20
212754,111
212755,76
212756,91
212757,35
212758,53
212759,100
212760,7
212761,59
212763,14
212764,91
212765,79
212767,47
212768,51
212769,71
212772,42
212773,58
212774,35
212775,154
212776,12
212777,7
212778,47
212779,25
212782,39
212783,52
212787,207
212788,131
212789,66
212790,19
212792,84
212793,97
212794,145
212796,155
212797,107
212798,257
212799,31
212800,15
212802,99
212803,63
212805,46
212806,56
212807,87
212809,27
212812,40
212816,12
212817,25
212818,37
212819,15
212820,16
212821,26
212822,69
212823,22
212824,90
212825,16
212826,12
212828,31
212829,40
212830,35
212831,28
212832,32
212833,37
212834,31
212835,26
212837,8
212838,21
212839,24
212840,25
212843,50
212844,16
212845,67
212846,10
212849,39
212850,26
212853,26
212856,46
212857,28
212860,15
212861,39
212862,51
212863,12
212866,110
212867,37
212868,121
212869,31
212870,22
212872,40
212873,58
212874,45
212875,31
212876,35
212877,40
212879,21
212880,30
212881,36
212884,13
212885,26
212886,20
212888,19
212889,39
212890,15
212891,59
212892,14
212893,19
212896,24
212899,8
212900,9
212901,21
212902,16
212903,13
212905,41
212906,11
212907,41
212910,12
212911,12
212914,17
212915,119
212916,76
212917,32
212919,38
212920,51
212921,88
212924,74
212925,44
212926,227
212927,14
212929,55
212930,78
212931,20
212932,55
212933,53
212934,60
212935,10
212936,75
212937,59
212938,18
212940,39
212941,39
212942,44
212946,50
212947,52
212948,133
212949,44
212950,37
212951,30
212952,31
212954,52
212955,34
212956,30
212959,20
212960,26
212964,79
212965,24
212966,92
212967,21
212968,16
212969,28
212970,42
212971,33
212973,26
212974,33
212977,64
212978,62
212979,29
212981,18
212982,36
212983,53
212984,36
212985,35
212986,38
212987,109
212988,28
212989,147
212990,28
212991,20
212993,41
212994,47
212995,39
212996,34
212997,44
212998,69
212999,6
213001,18
213002,16
213006,14
213007,22
213011,29
213012,12
213013,55
213016,18
213017,16
213020,20
213021,151
213022,105
213023,59
213025,49
213026,49
213027,94
213031,91
213032,50
213033,204
213034,27
213035,16
213036,59
213037,41
213038,44
213039,21
213040,36
213041,64
213043,16
213048,136
213049,96
213050,34
213053,57
213054,61
213055,102
213056,46
213059,74
213060,46
213061,218
213064,54
213065,30
213066,36
213068,48
213069,68
213070,32
213072,86
213073,65
213074,35
213076,16
213077,34
213078,57
213079,23
213080,22
213081,25
213082,106
213083,28
213084,123
213085,30
213086,20
213087,38
213088,55
213089,43
213090,37
213091,41
213092,47
213093,6
213094,13
213096,27
213097,30
