record_ID,units_sold
212645,16
212646,19
212647,30
212648,26
212649,21
212653,24
212654,35
212657,12
212658,12
212661,176
212662,101
212663,52
212666,77
212667,79
212668,129
212671,36
212672,119
212673,61
212674,361
212675,22
212676,8
212677,76
212678,45
212679,38
212681,53
212682,90
212683,16
212686,101
212687,83
212688,25
212689,7
212691,21
212692,48
212693,39
212694,34
212695,32
212696,33
212697,101
212698,30
212699,176
212700,22
212701,14
212702,39
212703,42
212704,37
212705,34
212706,45
212707,50
212709,7
212710,12
212711,35
212712,40
212713,31
212716,28
212717,36
212718,17
212719,21
212721,90
212722,26
212723,116
212724,15
212725,10
212727,32
212728,53
212729,43
212731,35
212732,40
212734,6
212735,6
212736,13
212737,268
212738,220
212739,73
212740,21
212742,89
212743,107
212744,224
212748,228
212749,93
212750,424
212751,50
212752,20
212754,114
212755,85
212756,110
212757,45
212758,70
212759,129
212760,8
212761,65
212763,13
212764,104
212765,81
212767,46
212768,46
212769,76
212772,41
212773,69
212774,32
212775,202
212776,11
212777,7
212778,46
212779,25
212782,48
212783,61
212787,207
212788,124
212789,69
212790,18
212792,87
212793,103
212794,155
212796,164
212797,105
212798,327
212799,32
212800,12
212802,95
212803,65
212805,59
212806,75
212807,108
212809,30
212812,38
212816,12
212817,25
212818,37
212819,15
212820,16
212821,29
212822,71
212823,23
212824,110
212825,15
212826,12
212828,35
212829,41
212830,38
212831,37
212832,39
212833,47
212834,29
212835,24
212837,8
212838,20
212839,25
212840,26
212843,52
212844,17
212845,73
212846,12
212849,36
212850,29
212853,30
212856,44
212857,21
212860,15
212861,38
212862,52
212863,12
212866,118
212867,36
212868,149
212869,28
212870,24
212872,42
212873,59
212874,47
212875,32
212876,38
212877,43
212879,19
212880,23
212881,34
212884,13
212885,27
212886,19
212888,18
212889,42
212890,17
212891,74
212892,17
212893,20
212896,30
212899,7
212900,10
212901,20
212902,15
212903,12
212905,43
212906,11
212907,54
212910,12
212911,13
212914,18
212915,117
212916,81
212917,35
212919,40
212920,51
212921,91
212924,76
212925,43
212926,318
212927,13
212929,60
212930,92
212931,24
212932,58
212933,71
212934,77
212935,11
212936,74
212937,59
212938,17
212940,37
212941,37
212942,40
212946,52
212947,50
212948,146
212949,44
212950,38
212951,33
212952,46
212954,65
212955,29
212956,27
212959,19
212960,25
212964,84
212965,22
212966,141
212967,18
212968,15
212969,28
212970,42
212971,33
212973,30
212974,34
212977,51
212978,56
212979,26
212981,18
212982,38
212983,51
212984,50
212985,41
212986,47
212987,109
212988,29
212989,223
212990,29
212991,20
212993,48
212994,50
212995,42
212996,41
212997,52
212998,62
212999,6
213001,14
213002,13
213006,13
213007,21
213011,29
213012,12
213013,57
213016,16
213017,17
213020,22
213021,158
213022,108
213023,64
213025,48
213026,49
213027,91
213031,100
213032,48
213033,279
213034,26
213035,17
213036,63
213037,56
213038,68
213039,26
213040,41
213041,67
213043,17
213048,136
213049,96
213050,39
213053,64
213054,63
213055,104
213056,51
213059,74
213060,47
213061,246
213064,60
213065,30
213066,48
213068,67
213069,99
213070,27
213072,78
213073,61
213074,31
213076,17
213077,33
213078,55
213079,22
213080,22
213081,26
213082,100
213083,26
213084,174
213085,29
213086,21
213087,38
213088,55
213089,45
213090,40
213091,50
213092,60
213093,5
213094,13
213096,21
213097,25
213098,22
213100,9
213101,20
213102,30
213103,21
213105,27
213106,62
213107,18
213108,81
213109,24
213110,32
213111,27
213113,34
213114,40
213115,5
213123,28
213127,77
213128,49
213129,26
213131,29
213132,37
213133,59
213135,60
213136,25
213137,155
213138,15
213140,35
213141,22
213142,46
213145,55
213147,7
213148,70
213149,38
213150,12
213151,21
213152,34
213153,15
213154,74
213155,24
213156,90
213157,21
213158,16
213159,31
213160,32
213161,36
213162,22
213163,24
213164,32
213167,15
213168,28
213169,206
213170,157
213171,88
213174,72
213175,83
213176,122
213179,29
213180,139
213181,62
213182,281
213183,29
213187,79
213188,49
213189,84
213191,55
213192,99
213194,19
213195,13
213197,7
213199,6
213200,20
213202,29
213204,72
213205,18
213206,82
213207,16
213208,61
213209,40
213215,99
213216,75
213217,45
213219,53
213220,52
213221,76
213225,66
213226,34
213227,240
213230,42
213231,27
213233,42
213235,76
213236,8
213238,123
213239,82
213240,35
213241,40
213242,38
213243,82
213245,75
213246,37
213247,275
213248,22
213249,13
213250,56
213251,35
213252,26
213254,49
213255,74
213256,5
213257,16
213260,12
213265,38
213268,11
213269,39
213270,42
213273,30
213275,44
213276,22
213278,7
213279,20
213280,50
213281,38
213282,15
213283,26
213285,108
213286,35
213287,131
213288,26
213289,19
213292,42
213293,38
213294,32
213296,42
213297,44
213301,27
213303,9
213304,14
213305,37
213306,30
213308,41
213309,43
213310,54
213311,22
213312,118
213314,9
213315,27
213316,23
213317,18
213320,174
213321,109
213322,33
213325,60
213326,62
213327,122
213330,35
213331,98
213332,42
213333,202
213334,15
213335,7
213336,63
213337,35
213338,24
213340,57
213341,78
213343,10
213346,184
213347,28
213348,8
213351,7
213352,37
213353,26
213354,15
213355,26
213356,26
213357,61
213358,21
213359,139
213360,9
213361,8
213363,47
213364,45
213365,37
213366,39
213367,49
213369,64
213370,55
213371,18
213372,14
213373,28
213374,46
213375,21
213376,22
213377,24
213378,82
213379,22
213380,126
213381,19
213382,16
213383,34
213384,45
213385,40
213387,29
213388,45
213390,12
213391,36
213392,31
213394,18
213395,40
213396,27
213399,74
213400,16
213401,92
213403,21
213404,20
213408,22
213409,7
213410,9
213411,18
213412,67
213413,46
213414,17
213415,14
213416,28
213417,34
213418,20
213419,13
213420,11
213421,64
213422,14
213423,130
213425,10
213426,26
213427,24
213428,22
213431,33
213432,6
213434,16
213435,67
213436,55
213437,26
213439,19
213440,32
213441,50
213444,45
213445,49
213446,22
213447,139
213448,36
213449,16
213454,54
213455,40
213456,25
213457,35
213458,47
213461,32
213462,25
213463,135
213466,33
213467,11
213471,12
213472,74
213473,45
213474,19
213476,30
213477,42
213478,60
213479,78
213480,37
213481,167
213484,40
213485,39
213486,22
213488,30
213489,40
213490,6
213491,20
213494,19
213495,16
213496,10
213497,18
213502,49
213503,19
213505,16
213506,31
213507,25
213510,34
213511,30
213512,8
213514,19
213516,54
213517,14
213518,81
213519,16
213520,12
213521,22
213522,30
213523,22
213526,26
213528,11
213530,42
213531,32
213532,20
213533,8
213535,14
213536,24
213537,34
213538,20
213540,23
213541,77
213542,22
213543,95
213545,8
213546,29
213547,42
213548,33
213550,32
213551,34
213554,15
213559,22
213560,17
213561,31
213562,35
213563,35
213564,57
213565,14
213566,98
213567,38
213568,22
213572,31
213573,23
213574,20
213575,8
213576,7
213577,22
213578,19
213579,22
213580,26
213581,74
213582,17
213583,99
213584,11
213587,48
213588,40
213591,38
213593,53
213594,37
213597,18
213598,23
213599,34
213600,16
213601,17
213602,23
213603,72
213604,25
213605,140
213606,22
213607,16
213608,35
213609,28
213610,28
213612,31
213613,37
213614,16
213615,151
213616,126
213617,38
213619,66
213620,73
213621,95
213624,34
213625,84
213626,56
213627,289
213630,62
213631,42
213635,80
213639,28
213640,26
213641,12
213643,15
213644,25
213645,25
213648,63
213649,17
213650,111
213651,27
213652,21
213653,32
213654,25
213658,32
213660,18
213661,16
213663,8
213664,14
213665,40
213666,28
213669,81
213670,27
213671,146
213673,30
213674,53
213675,42
213678,46
213681,50
213682,38
213683,16
213685,21
213686,41
213687,45
213688,39
213689,42
213690,38
213691,73
213692,27
213693,157
213694,17
213696,33
213697,24
213698,21
213699,41
213700,46
213701,50
213703,71
213704,45
213707,30
213708,33
213709,50
213711,42
213712,23
213713,127
213716,40
213720,50
213723,106
213724,77
213725,23
213727,43
213728,49
213729,70
213733,65
213734,43
213735,226
213736,55
213737,32
213738,25
213741,59
213743,217
213744,122
213745,67
213748,68
213749,62
213750,135
213752,116
213753,59
213754,357
213755,42
213756,21
213758,83
213759,56
213760,45
213761,42
213762,61
213763,112
213764,6
213765,23
213768,208
213769,150
213770,64
213771,14
213773,75
213774,72
213775,141
213779,114
213780,60
213781,352
213782,18
213783,12
213785,83
213786,50
213787,94
213788,39
213789,57
213790,93
213792,15
213796,16
213797,17
213798,6
213799,8
213800,9
213801,24
213802,21
213805,76
213806,22
213807,87
213808,6
213809,22
213811,37
213814,31
213816,22
213817,18
213819,10
213820,19
213821,20
213824,57
213825,17
213826,77
213829,18
213830,37
213831,32
213833,24
213834,26
213835,14
213838,12
213840,24
213842,25
213844,13
213848,114
213849,71
213850,37
213851,44
213852,42
213853,75
213857,76
213858,37
213859,260
213860,18
213861,10
213862,49
213863,33
213865,36
213866,48
213867,72
213870,71
213871,32
213874,35
213875,34
213878,52
213879,23
213880,114
213883,30
213884,17
213885,11
213888,40
213891,135
213892,84
213893,34
213895,39
213896,50
213897,81
213900,87
213901,42
213902,217
213903,28
213905,48
213906,35
213907,64
213909,38
213910,62
213912,15
213913,16
213918,22
213919,17
213922,20
213923,74
213924,17
213925,92
213926,7
213928,15
213930,34
213932,26
213935,34
213936,23
213939,11
213940,18
213942,75
213943,19
213944,86
213945,22
213946,14
213947,33
213948,29
213949,30
213951,19
213952,28
213954,14
213955,20
213956,14
213960,13
213961,33
213962,21
213963,31
213964,34
213965,31
213966,65
213967,25
213968,117
213971,26
213972,27
213973,21
213976,159
213977,88
213978,49
213979,28
213980,14
213981,73
213982,98
213983,142
213985,29
213986,16
213987,181
213988,90
213989,307
213990,38
213991,14
213994,92
213995,66
213996,106
213998,54
213999,85
214000,7
214001,32
214002,24
214004,69
214005,41
214006,19
214008,42
214009,45
214010,55
214011,31
214014,52
214015,45
214016,181
214017,50
214018,29
214019,64
214021,79
214022,74
214023,90
214024,65
214025,20
214026,40
214027,42
214028,72
214032,61
214033,54
214034,224
214035,65
214036,44
214040,66
214041,6
214043,229
214044,146
214045,85
214048,102
214049,99
214050,156
214051,17
214054,162
214055,87
214056,563
214057,37
214061,107
214062,103
214063,153
214065,90
214066,146
214067,26
214070,66
214071,60
214072,23
214073,18
214074,32
214075,58
214076,39
214077,21
214078,39
214079,126
214080,36
214081,232
214082,33
214083,24
214084,52
214085,74
214086,81
214088,38
214089,67
214090,5
214092,15
214096,25
214097,22
214098,20
214099,14
214100,82
214101,25
214102,107
214103,6
214104,38
214105,58
214106,43
214109,40
214111,45
214112,48
214114,14
214115,28
214116,24
214118,41
214120,46
214121,19
214122,120
214124,17
214125,14
214126,13
214129,51
214130,39
214131,8
214133,19
214134,35
214135,50
214136,23
214137,27
214138,43
214139,84
214140,23
214141,151
214142,19
214143,13
214144,35
214145,29
214146,27
214148,26
214149,45
214151,148
214152,83
214153,28
214154,52
214155,61
214156,96
214158,39
214159,77
214160,41
214161,273
214162,18
214163,11
214164,62
214165,34
214168,54
214169,67
214175,64
214176,46
214177,15
214178,45
214179,33
214180,74
214184,62
214185,37
