record_ID,units_sold
212645,16
212646,20
212647,39
212648,27
212649,24
212653,20
212654,34
212657,12
212658,11
212661,179
212662,101
212663,54
212666,80
212667,81
212668,140
212671,37
212672,109
212673,59
212674,364
212675,23
212676,10
212677,78
212678,45
212679,42
212681,49
212682,89
212683,17
212686,104
212687,85
212688,30
212689,8
212691,22
212692,49
212693,40
212694,35
212695,29
212696,32
212697,92
212698,30
212699,176
212700,24
212701,16
212702,38
212703,39
212704,38
212705,33
212706,42
212707,45
212709,7
212710,11
212711,35
212712,42
212713,33
212716,25
212717,38
212718,19
212719,21
212721,91
212722,28
212723,119
212724,17
212725,12
212727,32
212728,55
212729,46
212731,35
212732,39
212734,6
212735,6
212736,15
212737,279
212738,225
212739,78
212740,24
212742,89
212743,108
212744,246
212748,225
212749,86
212750,431
212751,53
212752,24
212754,111
212755,82
212756,106
212757,42
212758,63
212759,124
212760,7
212761,69
212763,14
212764,109
212765,83
212767,51
212768,49
212769,85
212772,41
212773,66
212774,31
212775,214
212776,10
212777,9
212778,47
212779,25
212782,49
212783,61
212787,222
212788,129
212789,74
212790,19
212792,90
212793,106
212794,167
212796,166
212797,129
212798,327
212799,33
212800,14
212802,97
212803,62
212805,62
212806,76
212807,112
212809,33
212812,39
212816,13
212817,24
212818,40
212819,16
212820,17
212821,27
212822,68
212823,24
212824,109
212825,17
212826,13
212828,36
212829,41
212830,38
212831,44
212832,40
212833,48
212834,31
212835,27
212837,7
212838,20
212839,27
212840,25
212843,49
212844,15
212845,76
212846,13
212849,32
212850,30
212853,31
212856,42
212857,23
212860,13
212861,38
212862,53
212863,11
212866,117
212867,37
212868,153
212869,32
212870,26
212872,41
212873,60
212874,45
212875,35
212876,41
212877,43
212879,19
212880,23
212881,35
212884,14
212885,31
212886,21
212888,19
212889,41
212890,17
212891,65
212892,20
212893,19
212896,32
212899,8
212900,11
212901,22
212902,16
212903,12
212905,42
212906,10
212907,58
212910,12
212911,11
212914,19
212915,115
212916,81
212917,36
212919,39
212920,53
212921,98
212924,76
