record_ID,units_sold
212645,13
212646,18
212647,32
212648,27
212649,21
212653,18
212654,37
212657,9
212658,11
212661,165
212662,100
212663,53
212666,77
212667,86
212668,120
212671,32
212672,98
212673,64
212674,300
212675,22
212676,10
212677,81
212678,43
212679,52
212681,62
212682,87
212683,15
212686,89
212687,85
212688,21
212689,6
212691,17
212692,44
212693,41
212694,30
212695,24
212696,25
212697,79
212698,27
212699,179
212700,21
212701,16
212702,39
212703,36
212704,31
212705,29
212706,41
212707,49
212709,6
212710,11
212711,33
212712,40
212713,35
212716,34
212717,40
212718,18
212719,19
212721,91
212722,29
212723,121
212724,17
212725,12
212727,37
212728,51
212729,42
212731,37
212732,42
212734,7
212735,7
212736,16
212737,267
212738,207
212739,76
212740,19
212742,88
212743,116
212744,227
212748,214
212749,93
212750,389
212751,49
212752,20
212754,115
212755,90
212756,154
212757,42
212758,79
212759,120
212760,7
212761,87
212763,13
212764,100
212765,96
212767,40
212768,55
212769,77
212772,34
212773,59
212774,33
212775,188
212776,12
212777,7
212778,53
212779,23
212782,44
212783,57
212787,216
212788,134
212789,79
212790,18
212792,93
212793,108
212794,141
212796,158
212797,108
212798,301
212799,38
212800,14
212802,101
212803,64
212805,58
212806,71
212807,104
212809,33
212812,37
212816,11
212817,28
212818,38
212819,12
212820,11
212821,21
212822,67
212823,23
212824,106
212825,13
212826,12
212828,37
212829,47
212830,44
212831,29
212832,38
212833,46
212834,25
212835,22
212837,6
212838,21
212839,19
212840,23
212843,50
212844,14
212845,78
212846,9
212849,31
212850,28
212853,26
212856,47
212857,21
212860,16
212861,42
212862,55
212863,10
212866,106
212867,34
212868,167
212869,30
212870,28
212872,44
212873,60
212874,53
212875,32
212876,39
212877,52
212879,14
212880,23
212881,40
212884,11
212885,30
212886,16
212888,15
212889,34
212890,16
212891,77
212892,19
212893,14
212896,26
212899,6
212900,7
212901,20
212902,12
212903,8
212905,35
212906,9
212907,70
212910,11
212911,8
212914,15
212915,124
212916,87
212917,30
212919,39
212920,54
212921,90
212924,72
212925,44
212926,272
212927,12
212929,64
212930,67
212931,24
212932,63
212933,68
212934,71
212935,7
212936,63
212937,64
212938,15
212940,40
212941,45
212942,44
212946,49
212947,59
212948,139
212949,56
212950,38
212951,36
212952,39
212954,57
212955,27
212956,27
212959,23
212960,27
212964,77
212965,26
212966,138
212967,17
212968,16
212969,31
212970,43
212971,36
212973,28
212974,36
212977,55
212978,58
212979,25
212981,17
212982,41
212983,56
212984,55
212985,31
212986,42
212987,106
212988,32
212989,255
212990,31
212991,27
212993,52
212994,52
212995,43
212996,45
212997,49
212998,65
212999,6
213001,11
213002,11
213006,13
213007,18
213011,22
213012,10
213013,64
213016,10
213017,14
213020,19
213021,162
213022,112
213023,66
213025,46
213026,51
213027,89
213031,88
213032,48
213033,236
213034,24
213035,18
213036,69
213037,78
213038,91
213039,22
213040,48
213041,67
213043,12
213048,143
213049,88
213050,39
213053,58
213054,70
213055,102
213056,46
213059,68
213060,49
213061,308
213064,68
213065,38
213066,69
213068,71
213069,98
213070,27
213072,78
213073,67
213074,32
213076,16
213077,40
213078,57
213079,18
213080,15
213081,19
213082,92
213083,29
213084,192
213085,30
213086,27
213087,40
213088,56
213089,47
213090,40
213091,41
213092,59
213093,4
213094,11
213096,23
213097,27
213098,23
213100,10
213101,24
213102,27
213103,19
213105,23
213106,63
213107,19
213108,82
213109,27
213110,34
213111,30
213113,27
213114,34
213115,4
213123,19
213127,77
213128,56
213129,25
213131,33
213132,45
213133,59
213135,51
213136,26
213137,156
213138,15
213140,42
213141,22
213142,59
213145,51
213147,6
213148,78
213149,41
213150,10
213151,23
213152,33
213153,12
213154,72
213155,24
213156,92
213157,20
213158,18
213159,33
213160,33
213161,36
213162,20
213163,26
213164,36
213167,14
213168,30
213169,191
213170,158
213171,90
213174,76
213175,85
213176,119
213179,21
213180,125
213181,70
213182,312
213183,30
213187,81
213188,45
213189,121
213191,61
213192,92
213194,18
213195,12
213197,5
213199,6
213200,22
213202,21
213204,60
213205,17
213206,85
213207,18
213208,57
213209,42
213215,98
213216,88
213217,41
213219,48
213220,59
213221,77
213225,56
213226,37
213227,216
213230,44
213231,26
213233,39
213235,69
213236,6
213238,125
213239,87
213240,33
213241,39
213242,48
213243,81
213245,65
213246,39
213247,236
213248,21
213249,17
213250,61
213251,39
213252,26
213254,44
213255,67
213256,5
213257,12
213260,12
213265,31
213268,12
213269,34
213270,45
213273,28
213275,48
213276,20
213278,7
213279,18
213280,52
213281,46
213282,10
213283,26
213285,89
213286,33
213287,143
213288,25
213289,20
213292,46
213293,37
213294,31
213296,40
213297,45
213301,28
213303,10
213304,14
213305,42
213306,29
213308,31
213309,32
213310,49
213311,23
213312,133
213314,10
213315,29
213316,22
213317,16
213320,187
213321,132
213322,39
213325,60
213326,70
213327,115
213330,30
213331,91
213332,46
213333,233
213334,14
213335,7
213336,67
213337,35
213338,26
213340,70
213341,83
213343,8
213346,194
213347,30
213348,6
213351,7
213352,37
213353,36
213354,14
213355,21
213356,22
213357,59
213358,19
213359,165
213360,8
213361,7
213363,51
213364,50
213365,38
213366,35
213367,45
213369,64
213370,59
213371,18
213372,15
213373,32
213374,42
213375,19
213376,19
213377,21
213378,75
213379,22
213380,142
213381,22
213382,20
213383,37
213384,43
213385,40
213387,35
213388,45
213390,11
213391,33
213392,31
213394,17
213395,46
213396,27
213399,68
213400,15
213401,99
213403,22
213404,17
213408,22
213409,6
213410,7
213411,18
213412,67
213413,52
213414,16
213415,14
213416,31
213417,34
213418,23
213419,11
213420,11
213421,61
213422,14
213423,143
213425,12
213426,28
213427,23
213428,22
213431,38
213432,5
213434,18
213435,70
213436,65
213437,22
213439,22
213440,36
213441,51
213444,34
213445,42
213446,23
213447,129
213448,39
213449,11
213454,58
213455,45
213456,26
213457,38
213458,49
213461,30
213462,24
213463,121
213466,35
213467,9
213471,9
213472,77
213473,50
213474,19
213476,33
213477,47
213478,60
213479,59
213480,40
213481,155
213484,43
213485,42
213486,24
213488,30
213489,44
213490,4
213491,18
213494,19
213495,14
213496,8
213497,20
213502,42
213503,20
213505,19
213506,30
213507,28
213510,33
213511,31
213512,8
213514,22
213516,51
213517,15
213518,84
213519,15
213520,14
213521,23
213522,29
213523,24
213526,25
213528,10
213530,46
213531,38
213532,20
213533,8
213535,15
213536,28
213537,34
213538,17
213540,18
213541,75
213542,22
213543,106
213545,10
213546,33
213547,42
213548,35
213550,30
213551,35
213554,17
213559,25
213560,18
213561,29
213562,35
213563,32
213564,50
213565,14
213566,121
213567,41
213568,21
213572,30
213573,25
213574,22
213575,8
213576,8
213577,26
213578,20
213579,18
213580,19
213581,73
213582,17
213583,120
213584,11
213587,46
213588,38
213591,37
213593,56
213594,42
213597,16
213598,26
213599,36
213600,18
213601,14
213602,18
213603,63
213604,23
213605,136
213606,20
213607,19
213608,38
213609,27
213610,27
213612,34
213613,43
213614,17
213615,154
213616,129
213617,35
213619,66
213620,77
213621,96
213624,24
213625,73
213626,57
213627,260
213630,73
213631,47
213635,73
213639,29
213640,28
213641,13
213643,19
213644,31
213645,25
213648,58
213649,16
213650,117
