record_ID,units_sold
212645,20
212646,21
212647,19
212648,21
212649,22
212653,30
212654,24
212657,13
212658,11
212661,164
212662,105
212663,46
212666,61
212667,70
212668,107
212671,39
212672,118
212673,53
212674,262
212675,24
212676,11
212677,66
212678,49
212679,40
212681,52
212682,81
212683,17
212686,99
212687,84
212688,24
212689,8
212691,19
212692,41
212693,46
212694,32
212695,32
212696,32
212697,93
212698,33
212699,155
212700,25
212701,16
212702,38
212703,38
212704,34
212705,33
212706,34
212707,51
212709,9
212710,17
212711,36
212712,45
212713,34
212716,29
212717,34
212718,18
212719,18
212721,79
212722,21
212723,92
212724,17
212725,13
212727,31
212728,38
212729,33
212731,29
212732,38
212734,7
212735,7
212736,16
212737,224
212738,180
212739,74
212740,27
212742,91
212743,122
212744,189
212748,187
212749,86
212750,318
212751,42
212752,19
212754,112
212755,85
212756,90
212757,43
212758,62
212759,98
212760,8
212761,54
212763,14
212764,88
212765,81
212767,32
212768,42
212769,57
212772,36
212773,69
212774,30
212775,130
212776,15
212777,9
212778,40
212779,27
212782,52
212783,62
212787,193
212788,134
212789,61
212790,20
212792,86
212793,98
212794,139
212796,154
212797,76
212798,271
212799,32
212800,14
212802,91
212803,68
212805,53
212806,65
212807,91
212809,25
212812,39
212816,13
212817,28
212818,32
212819,17
212820,18
212821,28
212822,72
212823,20
212824,98
212825,16
212826,11
212828,30
212829,38
212830,33
212831,27
212832,29
212833,32
212834,26
212835,20
212837,9
212838,23
212839,21
212840,23
212843,56
212844,15
212845,72
212846,9
212849,43
212850,29
212853,25
212856,45
212857,26
212860,20
212861,40
212862,47
212863,14
212866,99
212867,33
212868,138
212869,29
212870,19
212872,41
212873,47
212874,44
212875,35
212876,40
212877,48
212879,19
212880,30
212881,31
212884,13
212885,22
212886,20
212888,15
212889,41
212890,16
212891,77
212892,14
212893,17
212896,27
212899,7
212900,9
212901,18
212902,15
212903,12
212905,39
212906,13
212907,44
212910,11
212911,13
212914,18
212915,116
212916,78
212917,31
212919,42
212920,52
212921,80
212924,77
212925,44
212926,232
212927,15
212929,51
212930,70
212931,21
212932,56
212933,60
212934,67
212935,11
212936,67
212937,49
212938,18
212940,37
212941,38
212942,42
212946,50
212947,43
212948,158
212949,41
212950,36
212951,27
212952,42
212954,56
212955,30
212956,25
212959,25
212960,25
212964,64
212965,23
212966,119
212967,16
212968,13
212969,26
212970,39
212971,32
212973,35
212974,37
212977,64
212978,54
212979,29
212981,21
212982,39
212983,53
212984,38
212985,40
212986,39
212987,89
212988,41
212989,206
212990,28
212991,18
212993,46
212994,45
212995,37
212996,34
212997,48
212998,61
212999,7
213001,15
213002,13
213006,14
213007,16
213011,33
213012,12
213013,62
213016,17
213017,16
213020,22
213021,158
213022,110
213023,64
213025,45
213026,54
213027,93
213031,98
213032,42
213033,212
213034,23
213035,14
213036,51
213037,66
213038,59
213039,32
213040,52
213041,65
213043,15
213048,133
213049,101
213050,32
213053,52
213054,57
213055,86
213056,40
213059,79
213060,47
213061,210
213064,52
213065,47
213066,46
213068,62
213069,82
213070,36
213072,81
213073,60
213074,29
213076,17
213077,38
213078,56
213079,22
213080,22
213081,22
213082,103
213083,31
213084,183
213085,26
213086,18
213087,43
213088,50
213089,43
213090,37
213091,42
213092,53
213093,6
213094,13
213096,23
213097,28
213098,24
213100,10
213101,24
213102,24
213103,18
213105,25
213106,64
213107,18
213108,78
213109,23
213110,30
213111,26
213113,31
213114,35
213115,6
213123,18
213127,76
213128,51
213129,23
213131,28
213132,41
213133,54
213135,57
213136,26
213137,140
213138,14
213140,33
213141,25
213142,37
213145,54
213147,7
213148,71
213149,36
213150,13
213151,27
