record_ID,units_sold
212645,13
212646,19
212647,34
212648,23
212649,18
212653,20
212654,36
212657,12
212658,11
212661,176
212662,99
212663,52
212666,76
212667,80
212668,121
212671,35
212672,116
212673,56
212674,331
212675,20
212676,8
212677,78
212678,45
212679,44
212681,49
212682,85
212683,19
212686,104
212687,87
212688,27
212689,6
212691,21
212692,49
212693,34
212694,30
212695,28
212696,28
212697,92
212698,31
212699,162
212700,23
212701,14
212702,40
212703,42
212704,38
212705,33
212706,42
212707,42
212709,7
212710,11
212711,30
212712,41
212713,31
212716,24
212717,36
212718,17
212719,18
212721,97
212722,27
212723,110
212724,13
212725,9
212727,33
212728,54
212729,43
212731,33
212732,40
212734,6
212735,5
212736,13
212737,270
212738,228
212739,69
212740,22
212742,83
212743,103
212744,221
212748,236
212749,86
212750,388
212751,48
212752,21
212754,115
212755,84
212756,105
212757,44
212758,64
212759,118
212760,7
212761,74
212763,12
212764,105
212765,84
212767,43
212768,50
212769,73
212772,39
212773,67
212774,28
212775,187
212776,9
212777,6
212778,48
212779,26
212782,50
212783,60
212787,210
212788,124
212789,73
212790,17
212792,83
212793,96
212794,134
212796,165
212797,101
212798,318
212799,31
212800,13
212802,97
212803,63
212805,54
212806,71
212807,113
212809,31
212812,38
212816,13
212817,25
212818,38
212819,15
212820,15
212821,26
212822,71
212823,23
212824,104
212825,14
212826,11
212828,35
212829,42
212830,39
212831,33
212832,36
212833,44
212834,31
212835,27
212837,7
212838,21
212839,27
212840,21
212843,51
212844,17
212845,68
212846,11
212849,35
212850,33
212853,32
212856,42
212857,21
212860,14
212861,39
212862,50
212863,10
212866,119
212867,37
212868,143
212869,29
212870,23
212872,43
212873,58
212874,43
212875,32
212876,42
212877,41
212879,20
212880,22
212881,32
212884,13
212885,28
212886,19
212888,16
212889,43
212890,17
212891,70
212892,20
212893,19
212896,30
212899,8
212900,10
212901,21
212902,15
212903,11
212905,44
212906,12
212907,62
212910,12
212911,13
212914,19
212915,114
212916,80
212917,32
212919,35
212920,52
212921,87
212924,78
212925,42
212926,280
212927,12
212929,60
212930,72
212931,23
212932,54
212933,61
212934,71
212935,10
212936,65
212937,63
212938,17
212940,38
212941,37
212942,34
212946,49
212947,56
212948,131
212949,42
212950,37
212951,36
212952,41
212954,63
212955,29
212956,29
212959,18
212960,24
212964,86
212965,25
